id,customer_id,project_id,room,handover_date,warranty_start,warranty_end,warranty_months,status,notes
WAR-339,TOR09-Z-1304,TOR09,Z-1304,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-340,TOR09-Z-1402,TOR09,Z-1402,2026-03-12,2026-03-12,2026-09-08,6,active,บริการของ wyde
WAR-341,TOR09-Z-1404,TOR09,Z-1404,2026-04-27,2026-04-27,2026-10-24,6,active,บริการของ wyde
WAR-342,TOR09-Z-1410,TOR09,Z-1410,2026-04-05,2026-04-05,2026-10-02,6,active,บริการของ wyde
WAR-343,TOR09-Z-1411,TOR09,Z-1411,2026-04-01,2026-04-01,2026-09-28,5,active,บริการของ wyde
WAR-344,TOR09-Z-1412,TOR09,Z-1412,2026-04-01,2026-04-01,2026-09-28,5,active,บริการของ wyde
WAR-345,TOR09-Z-1418,TOR09,Z-1418,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-346,TOR09-Z-1506,TOR09,Z-1506,2026-02-23,2026-02-23,2026-08-22,6,active,บริการของ wyde
WAR-347,TOR09-Z-1506,TOR09,Z-1506,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-348,TOR09-Z-1515,TOR09,Z-1515,2026-02-22,2026-02-22,2026-08-21,6,active,บริการของ wyde
WAR-349,TOR09-Z-1515,TOR09,Z-1515,2026-02-22,2026-02-22,2026-08-21,6,active,บริการของ wyde
WAR-350,TOR09-Z-1515,TOR09,Z-1515,2026-02-22,2026-02-22,2026-08-21,6,active,บริการของ wyde
WAR-351,TOR09-Z-1517,TOR09,Z-1517,2026-03-12,2026-03-12,2026-09-08,6,active,บริการของ wyde
WAR-352,TOR09-Z-1522,TOR09,Z-1522,2026-03-12,2026-03-12,2026-09-08,6,active,บริการของ wyde
WAR-353,TOR09-Z-1526,TOR09,Z-1526,2026-04-29,2026-04-29,2026-10-26,6,active,บริการของ wyde
WAR-354,TOR09-Z-1603,TOR09,Z-1603,2026-02-19,2026-02-19,2026-08-18,6,active,บริการของ wyde
WAR-355,TOR09-Z-1603,TOR09,Z-1603,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-356,TOR09-Z-1617,TOR09,Z-1617,2026-04-28,2026-04-28,2026-10-25,6,active,บริการของ wyde
WAR-357,TOR09-Z-1704,TOR09,Z-1704,2026-02-10,2026-02-10,2026-08-09,6,active,บริการของ wyde
WAR-358,TOR09-Z-1704,TOR09,Z-1704,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-359,TOR09-Z-1705,TOR09,Z-1705,2026-02-10,2026-02-10,2026-08-09,6,active,บริการของ wyde
WAR-360,TOR09-Z-1705,TOR09,Z-1705,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-361,TOR09-Z-1803,TOR09,Z-1803,2026-03-01,2026-03-01,2026-08-28,5,active,บริการของ wyde
WAR-362,TOR09-Z-1803,TOR09,Z-1803,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-363,TOR09-Z-1903,TOR09,Z-1903,2026-05-28,2026-05-28,2026-11-24,6,active,บริการของ wyde
WAR-364,TOR09-Z-1909,TOR09,Z-1909,2026-02-06,2026-02-06,2026-08-05,6,active,บริการของ wyde
WAR-365,TOR09-Z-1909,TOR09,Z-1909,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-366,TOR09-Z-1910,TOR09,Z-1910,2026-02-06,2026-02-06,2026-08-05,6,active,บริการของ wyde
WAR-367,TOR09-Z-1910,TOR09,Z-1910,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-368,TOR09-Z-1911,TOR09,Z-1911,2026-02-06,2026-02-06,2026-08-05,6,active,บริการของ wyde
WAR-369,TOR09-Z-1911,TOR09,Z-1911,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-370,TOR09-Z-1912,TOR09,Z-1912,2026-02-06,2026-02-06,2026-08-05,6,active,บริการของ wyde
WAR-371,TOR09-Z-1912,TOR09,Z-1912,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-372,TOR09-Z-1918,TOR09,Z-1918,2026-03-10,2026-03-10,2026-09-06,6,active,บริการของ wyde
WAR-373,TOR09-Z-2009,TOR09,Z-2009,2026-03-17,2026-03-17,2026-09-13,6,active,บริการของ wyde
WAR-374,TOR09-Z-2021,TOR09,Z-2021,2026-05-26,2026-05-26,2026-11-22,6,active,บริการของ wyde
WAR-375,TOR09-Z-2022,TOR09,Z-2022,2026-03-05,2026-03-05,2026-09-01,6,active,บริการของ wyde
WAR-376,TOR09-Z-2103,TOR09,Z-2103,2026-04-07,2026-04-07,2026-10-04,6,active,บริการของ wyde
WAR-377,TOR09-Z-2110,TOR09,Z-2110,2026-04-21,2026-04-21,2026-10-18,6,active,บริการของ wyde
WAR-378,TOR09-Z-2113,TOR09,Z-2113,2026-02-19,2026-02-19,2026-08-18,6,active,บริการของ wyde
WAR-379,TOR09-Z-2113,TOR09,Z-2113,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-380,TOR09-Z-2118,TOR09,Z-2118,2026-03-09,2026-03-09,2026-09-05,6,active,บริการของ wyde
WAR-381,TOR09-Z-2121,TOR09,Z-2121,2026-03-12,2026-03-12,2026-09-08,6,active,บริการของ wyde
WAR-382,TOR09-Z-2201,TOR09,Z-2201,2026-03-12,2026-03-12,2026-09-08,6,active,บริการของ wyde
WAR-383,TOR09-Z-2206,TOR09,Z-2206,2026-04-29,2026-04-29,2026-10-26,6,active,บริการของ wyde
WAR-384,TOR09-Z-2210,TOR09,Z-2210,2026-02-10,2026-02-10,2026-08-09,6,active,บริการของ wyde
WAR-385,TOR09-Z-2211,TOR09,Z-2211,2026-06-01,2026-06-01,2026-11-28,5,active,บริการของ wyde
WAR-386,TOR09-Z-2221,TOR09,Z-2221,2026-02-05,2026-02-05,2026-08-04,6,active,บริการของ wyde
WAR-387,TOR09-Z-2223,TOR09,Z-2223,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-388,TOR09-Z-2303,TOR09,Z-2303,2026-01-27,2026-01-27,2026-07-26,6,active,บริการของ wyde
WAR-389,TOR09-Z-2315,TOR09,Z-2315,2026-05-06,2026-05-06,2026-11-02,6,active,บริการของ wyde
WAR-390,TOR09-Z-2315,TOR09,Z-2315,2026-05-06,2026-05-06,2026-11-02,6,active,บริการของ wyde
WAR-391,TOR09-Z-2326,TOR09,Z-2326,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-392,TOR09-Z-2327,TOR09,Z-2327,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-393,TOR09-Z-2506,TOR09,Z-2506,2026-04-28,2026-04-28,2026-10-25,6,active,บริการของ wyde
WAR-394,TOR09-Z-2507,TOR09,Z-2507,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-395,TOR09-Z-2511,TOR09,Z-2511,2026-05-26,2026-05-26,2026-11-22,6,active,บริการของ wyde
WAR-396,TOR09-Z-2610,TOR09,Z-2610,2026-05-06,2026-05-06,2026-11-02,6,active,บริการของ wyde
WAR-397,TOR09-Z-2611,TOR09,Z-2611,2026-03-26,2026-03-26,2026-09-22,6,active,บริการของ wyde
WAR-398,TOR09-Z-2614,TOR09,Z-2614,2026-05-06,2026-05-06,2026-11-02,6,active,บริการของ wyde
WAR-399,TOR09-Z-2617,TOR09,Z-2617,2026-01-20,2026-01-20,2026-07-19,6,active,บริการของ wyde
WAR-400,TOR09-Z-2815,TOR09,Z-2815,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-401,TOR09-Z-2816,TOR09,Z-2816,2026-04-01,2026-04-01,2026-09-28,5,active,บริการของ wyde
WAR-402,TOR09-Z-2817,TOR09,Z-2817,2026-06-24,2026-06-24,2026-12-21,6,active,บริการของ wyde
WAR-403,TOR09-Z-2916,TOR09,Z-2916,2026-06-02,2026-06-02,2026-11-29,5,active,บริการของ wyde
WAR-404,TOR09-Z-2917,TOR09,Z-2917,2026-04-28,2026-04-28,2026-10-25,6,active,บริการของ wyde
WAR-405,TOR09-Z-2918,TOR09,Z-2918,2026-04-28,2026-04-28,2026-10-25,6,active,บริการของ wyde
WAR-406,TOR09-Z-3009,TOR09,Z-3009,2026-05-25,2026-05-25,2026-11-21,6,active,บริการของ wyde
WAR-407,TOR09-Z-3009,TOR09,Z-3009,2026-05-25,2026-05-25,2026-11-21,6,active,บริการของ wyde
WAR-408,TOR09-Z-3104,TOR09,Z-3104,2026-06-04,2026-06-04,2026-12-01,6,active,บริการของ wyde
WAR-409,TOR09-Z-3111,TOR09,Z-3111,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-410,TOR09-Z-3112,TOR09,Z-3112,2026-02-06,2026-02-06,2026-08-05,6,active,บริการของ wyde
WAR-411,TOR09-Z-3206,TOR09,Z-3206,2026-04-29,2026-04-29,2026-10-26,6,active,บริการของ wyde
WAR-412,TOR09-Z-3301,TOR09,Z-3301,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
WAR-413,TOR09-Z-3515,TOR09,Z-3515,2026-02-23,2026-02-23,2026-08-22,6,active,บริการของ wyde
WAR-414,TOR09-Z-3515,TOR09,Z-3515,2026-02-25,2026-02-25,2026-08-24,6,active,บริการของ wyde
